2023-03-27 09:25:08.7419|48|ERROR|Microsoft.AspNetCore.DataProtection.KeyManagement.KeyRingProvider|An error occurred while reading the key ring. System.Xml.XmlException: '.', hexadecimal value 0x00, is an invalid character. Line 1, position 1.
   at System.Xml.XmlTextReaderImpl.Throw(Exception e)
   at System.Xml.XmlTextReaderImpl.Throw(String res, String[] args)
   at System.Xml.XmlTextReaderImpl.ParseRootLevelWhitespace()
   at System.Xml.XmlTextReaderImpl.ParseDocumentContent()
   at System.Xml.XmlTextReaderImpl.Read()
   at System.Xml.XmlReader.MoveToContent()
   at System.Xml.Linq.XElement.Load(XmlReader reader, LoadOptions options)
   at System.Xml.Linq.XElement.Load(Stream stream, LoadOptions options)
   at System.Xml.Linq.XElement.Load(Stream stream)
   at Microsoft.AspNetCore.DataProtection.Repositories.FileSystemXmlRepository.ReadElementFromFile(String fullPath)
   at Microsoft.AspNetCore.DataProtection.Repositories.FileSystemXmlRepository.GetAllElementsCore()+MoveNext()
   at System.Collections.Generic.List`1.AddEnumerable(IEnumerable`1 enumerable)
   at System.Linq.Enumerable.ToList[TSource](IEnumerable`1 source)
   at Microsoft.AspNetCore.DataProtection.Repositories.FileSystemXmlRepository.GetAllElements()
   at Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager.GetAllKeys()
   at Microsoft.AspNetCore.DataProtection.KeyManagement.KeyRingProvider.CreateCacheableKeyRingCore(DateTimeOffset now, IKey keyJustAdded)
   at Microsoft.AspNetCore.DataProtection.KeyManagement.KeyRingProvider.Microsoft.AspNetCore.DataProtection.KeyManagement.Internal.ICacheableKeyRingProvider.GetCacheableKeyRing(DateTimeOffset now)
   at Microsoft.AspNetCore.DataProtection.KeyManagement.KeyRingProvider.GetCurrentKeyRingCore(DateTime utcNow)|url: |action: 
2023-03-27 09:25:10.8397||INFO|Hangfire.PostgreSql.PostgreSqlStorage|Start installing Hangfire SQL objects... |url: |action: 
2023-03-27 09:25:10.9615||INFO|Hangfire.PostgreSql.PostgreSqlStorage|Hangfire SQL objects installed. |url: |action: 
2023-03-27 09:25:12.3173||INFO|Hangfire.BackgroundJobServer|Starting Hangfire Server using job storage: 'PostgreSQL Server: Host: localhost, DB: HDTL, Schema: hangfire' |url: |action: 
2023-03-27 09:25:12.3173||INFO|Hangfire.BackgroundJobServer|Using the following options for SQL Server job storage: |url: |action: 
2023-03-27 09:25:12.3284||INFO|Hangfire.BackgroundJobServer|    Queue poll interval: 00:00:15. |url: |action: 
2023-03-27 09:25:12.3284||INFO|Hangfire.BackgroundJobServer|    Invisibility timeout: 00:30:00. |url: |action: 
2023-03-27 09:25:12.3284||INFO|Hangfire.BackgroundJobServer|Using the following options for Hangfire Server:
    Worker count: 20
    Listening queues: 'default'
    Shutdown timeout: 00:00:15
    Schedule polling interval: 00:00:15 |url: |action: 
2023-03-27 09:25:12.3890||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop BackgroundServerProcess:ce56c512 has started in 16.6404 ms |url: |action: 
2023-03-27 09:25:12.4323||TRACE|Hangfire.Server.BackgroundServerProcess|Server desktop-8nqps5h:11956:6235dbb8 is announcing itself... |url: |action: 
2023-03-27 09:25:12.5662||TRACE|Hangfire.RecurringJobManager|Recurring job 'Deadline' is being updated. RecurringJob: (), Changes: (Queue:default;Cron:*/10 * * * *;TimeZoneId:SE Asia Standard Time;Job:{"Type":"TN.TNM.Api.RecurringJobs.RecurringJobsService, TN.TNM.Api, Version=2.0.0.0, Culture=neutral, PublicKeyToken=null","Method":"AlertReportPoint","ParameterTypes":"[]","Arguments":"[]"};CreatedAt:2023-03-27T02:25:12.4698548Z;NextExecution:2023-03-27T02:30:00.0000000Z;V:2), NextExecution: (3/27/2023 2:30:00 AM) |url: |action: 
2023-03-27 09:25:12.5849||INFO|Hangfire.BackgroundJobServer|Starting Hangfire Server using job storage: 'PostgreSQL Server: Host: localhost, DB: HDTL, Schema: hangfire' |url: |action: 
2023-03-27 09:25:12.5849||INFO|Hangfire.BackgroundJobServer|Using the following options for SQL Server job storage: |url: |action: 
2023-03-27 09:25:12.5849||INFO|Hangfire.BackgroundJobServer|    Queue poll interval: 00:00:15. |url: |action: 
2023-03-27 09:25:12.5849||INFO|Hangfire.BackgroundJobServer|    Invisibility timeout: 00:30:00. |url: |action: 
2023-03-27 09:25:12.5849||INFO|Hangfire.BackgroundJobServer|Using the following options for Hangfire Server:
    Worker count: 20
    Listening queues: 'default'
    Shutdown timeout: 00:00:30
    Schedule polling interval: 00:00:15 |url: |action: 
2023-03-27 09:25:12.6164||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop BackgroundServerProcess:84d26b72 has started in 29.7221 ms |url: |action: 
2023-03-27 09:25:12.6164||TRACE|Hangfire.Server.BackgroundServerProcess|Server desktop-8nqps5h:11956:6bcf482b is announcing itself... |url: |action: 
2023-03-27 09:25:12.6594||INFO|Hangfire.Server.BackgroundServerProcess|Server desktop-8nqps5h:11956:6bcf482b successfully announced in 39.74 ms |url: |action: 
2023-03-27 09:25:12.6594||INFO|Hangfire.Server.BackgroundServerProcess|Server desktop-8nqps5h:11956:6235dbb8 successfully announced in 227.3494 ms |url: |action: 
2023-03-27 09:25:12.6763||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop ServerHeartbeatProcess:c474be61 has started in 14.2535 ms |url: |action: 
2023-03-27 09:25:12.6763||INFO|Hangfire.Server.BackgroundServerProcess|Server desktop-8nqps5h:11956:6bcf482b is starting the registered dispatchers: ServerWatchdog, ServerJobCancellationWatcher, ExpirationManager, Worker, DelayedJobScheduler, RecurringJobScheduler... |url: |action: 
2023-03-27 09:25:12.6763||INFO|Hangfire.Server.BackgroundServerProcess|Server desktop-8nqps5h:11956:6235dbb8 is starting the registered dispatchers: ServerWatchdog, ServerJobCancellationWatcher, ExpirationManager, Worker, DelayedJobScheduler, RecurringJobScheduler... |url: |action: 
2023-03-27 09:25:12.6763||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop ServerHeartbeatProcess:00014a5d has started in 17.7139 ms |url: |action: 
2023-03-27 09:25:12.7011||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop ServerWatchdog:e5030109 has started in 13.9494 ms |url: |action: 
2023-03-27 09:25:12.7011||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop ServerWatchdog:8b7acf02 has started in 19.6965 ms |url: |action: 
2023-03-27 09:25:12.7049||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop ServerJobCancellationWatcher:eee3174f has started in 16.7483 ms |url: |action: 
2023-03-27 09:25:12.7049||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop ServerJobCancellationWatcher:c2c64497 has started in 21.0513 ms |url: |action: 
2023-03-27 09:25:12.7049||TRACE|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:11956:6bcf482b waiting for 00:00:30 delay before sending a heartbeat |url: |action: 
2023-03-27 09:25:12.7049||TRACE|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:11956:6235dbb8 waiting for 00:00:30 delay before sending a heartbeat |url: |action: 
2023-03-27 09:25:12.7049||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... |url: |action: 
2023-03-27 09:25:12.7049||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... |url: |action: 
2023-03-27 09:25:12.7049||INFO|Hangfire.Server.ServerWatchdog|2 servers were removed due to timeout |url: |action: 
2023-03-27 09:25:12.7273||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop ExpirationManager:f470d25d has started in 22.3175 ms |url: |action: 
2023-03-27 09:25:12.7350||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop ExpirationManager:30eef27f has started in 31.3035 ms |url: |action: 
2023-03-27 09:25:12.7664||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:47f2d6df has started in 53.8044 ms |url: |action: 
2023-03-27 09:25:12.7664||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:910a784f has started in 60.5169 ms |url: |action: 
2023-03-27 09:25:12.7664||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:ade058a2 has started in 39.1138 ms |url: |action: 
2023-03-27 09:25:12.7664||DEBUG|Hangfire.PostgreSql.ExpirationManager|Removing outdated records from table 'counter'... |url: |action: 
2023-03-27 09:25:12.7664||DEBUG|Hangfire.PostgreSql.ExpirationManager|Removing outdated records from table 'counter'... |url: |action: 
2023-03-27 09:25:12.7855||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:6585f36a has started in 58.1413 ms |url: |action: 
2023-03-27 09:25:12.7855||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:a60042b7 has started in 83.0422 ms |url: |action: 
2023-03-27 09:25:12.7999||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:ef9363b2 has started in 87.3059 ms |url: |action: 
2023-03-27 09:25:12.7999||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:68f3e338 has started in 79.6784 ms |url: |action: 
2023-03-27 09:25:12.8170||DEBUG|Hangfire.PostgreSql.ExpirationManager|Removing outdated records from table 'job'... |url: |action: 
2023-03-27 09:25:12.8170||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:29e11377 has started in 104.3975 ms |url: |action: 
2023-03-27 09:25:12.8170||INFO|Hangfire.PostgreSql.ExpirationManager|Removed 1000 outdated record(s) from 'counter' table. |url: |action: 
2023-03-27 09:25:12.8170||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:10fcb352 has started in 98.5935 ms |url: |action: 
2023-03-27 09:25:12.8484||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:47068b30 has started in 135.4067 ms |url: |action: 
2023-03-27 09:25:12.8857||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:88c0a62a has started in 158.3805 ms |url: |action: 
2023-03-27 09:25:12.8983||INFO|Hangfire.PostgreSql.ExpirationManager|Removed 465 outdated record(s) from 'job' table. |url: |action: 
2023-03-27 09:25:12.9516||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:4f602984 has started in 224.221 ms |url: |action: 
2023-03-27 09:25:12.9882||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:62bdcef5 has started in 258.1521 ms |url: |action: 
2023-03-27 09:25:12.9646||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:6f229183 has started in 251.9776 ms |url: |action: 
2023-03-27 09:25:13.0039||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:530f589e has started in 291.2534 ms |url: |action: 
2023-03-27 09:25:13.0039||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:27997b3a has started in 300.2478 ms |url: |action: 
2023-03-27 09:25:13.0305||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:3070bd3a has started in 317.8912 ms |url: |action: 
2023-03-27 09:25:13.0305||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:fcebfaf9 has started in 303.5187 ms |url: |action: 
2023-03-27 09:25:13.0322||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:ad338470 has started in 304.8512 ms |url: |action: 
2023-03-27 09:25:13.1861||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:7cdf2402 has started in 458.6976 ms |url: |action: 
2023-03-27 09:25:13.2442||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:703ff4dd has started in 516.8765 ms |url: |action: 
2023-03-27 09:25:13.3934||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:a93876c2 has started in 666.1084 ms |url: |action: 
