2023-02-27 10:15:43.6902|48|ERROR|Microsoft.AspNetCore.DataProtection.KeyManagement.KeyRingProvider|An error occurred while reading the key ring. System.Xml.XmlException: '.', hexadecimal value 0x00, is an invalid character. Line 1, position 1.
   at System.Xml.XmlTextReaderImpl.Throw(Exception e)
   at System.Xml.XmlTextReaderImpl.Throw(String res, String[] args)
   at System.Xml.XmlTextReaderImpl.ParseRootLevelWhitespace()
   at System.Xml.XmlTextReaderImpl.ParseDocumentContent()
   at System.Xml.XmlTextReaderImpl.Read()
   at System.Xml.XmlReader.MoveToContent()
   at System.Xml.Linq.XElement.Load(XmlReader reader, LoadOptions options)
   at System.Xml.Linq.XElement.Load(Stream stream, LoadOptions options)
   at System.Xml.Linq.XElement.Load(Stream stream)
   at Microsoft.AspNetCore.DataProtection.Repositories.FileSystemXmlRepository.ReadElementFromFile(String fullPath)
   at Microsoft.AspNetCore.DataProtection.Repositories.FileSystemXmlRepository.GetAllElementsCore()+MoveNext()
   at System.Collections.Generic.List`1.AddEnumerable(IEnumerable`1 enumerable)
   at System.Linq.Enumerable.ToList[TSource](IEnumerable`1 source)
   at Microsoft.AspNetCore.DataProtection.Repositories.FileSystemXmlRepository.GetAllElements()
   at Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager.GetAllKeys()
   at Microsoft.AspNetCore.DataProtection.KeyManagement.KeyRingProvider.CreateCacheableKeyRingCore(DateTimeOffset now, IKey keyJustAdded)
   at Microsoft.AspNetCore.DataProtection.KeyManagement.KeyRingProvider.Microsoft.AspNetCore.DataProtection.KeyManagement.Internal.ICacheableKeyRingProvider.GetCacheableKeyRing(DateTimeOffset now)
   at Microsoft.AspNetCore.DataProtection.KeyManagement.KeyRingProvider.GetCurrentKeyRingCore(DateTime utcNow)|url: |action: 
2023-02-27 10:15:45.4802||INFO|Hangfire.PostgreSql.PostgreSqlStorage|Start installing Hangfire SQL objects... |url: |action: 
2023-02-27 10:15:45.5952||INFO|Hangfire.PostgreSql.PostgreSqlStorage|Hangfire SQL objects installed. |url: |action: 
2023-02-27 10:15:46.3972||INFO|Hangfire.BackgroundJobServer|Starting Hangfire Server using job storage: 'PostgreSQL Server: Host: localhost, DB: HDTL, Schema: hangfire' |url: |action: 
2023-02-27 10:15:46.3972||INFO|Hangfire.BackgroundJobServer|Using the following options for SQL Server job storage: |url: |action: 
2023-02-27 10:15:46.4067||INFO|Hangfire.BackgroundJobServer|    Queue poll interval: 00:00:15. |url: |action: 
2023-02-27 10:15:46.4067||INFO|Hangfire.BackgroundJobServer|    Invisibility timeout: 00:30:00. |url: |action: 
2023-02-27 10:15:46.4067||INFO|Hangfire.BackgroundJobServer|Using the following options for Hangfire Server:
    Worker count: 20
    Listening queues: 'default'
    Shutdown timeout: 00:00:15
    Schedule polling interval: 00:00:15 |url: |action: 
2023-02-27 10:15:46.4352||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop BackgroundServerProcess:8a9169b2 has started in 12.6639 ms |url: |action: 
2023-02-27 10:15:46.4649||TRACE|Hangfire.Server.BackgroundServerProcess|Server desktop-8nqps5h:13172:1c6129ec is announcing itself... |url: |action: 
2023-02-27 10:15:46.5424||INFO|Hangfire.Server.BackgroundServerProcess|Server desktop-8nqps5h:13172:1c6129ec successfully announced in 76.1917 ms |url: |action: 
2023-02-27 10:15:46.5424||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop ServerHeartbeatProcess:2c77fdaa has started in 9.6258 ms |url: |action: 
2023-02-27 10:15:46.5424||INFO|Hangfire.Server.BackgroundServerProcess|Server desktop-8nqps5h:13172:1c6129ec is starting the registered dispatchers: ServerWatchdog, ServerJobCancellationWatcher, ExpirationManager, Worker, DelayedJobScheduler, RecurringJobScheduler... |url: |action: 
2023-02-27 10:15:46.5610||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop ServerWatchdog:bdfc852e has started in 5.0682 ms |url: |action: 
2023-02-27 10:15:46.5610||TRACE|Hangfire.Server.ServerHeartbeatProcess|Server desktop-8nqps5h:13172:1c6129ec waiting for 00:00:30 delay before sending a heartbeat |url: |action: 
2023-02-27 10:15:46.5610||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop ServerJobCancellationWatcher:f00fac4a has started in 8.3084 ms |url: |action: 
2023-02-27 10:15:46.5750||TRACE|Hangfire.Server.ServerJobCancellationWatcher|Checking for aborted jobs... |url: |action: 
2023-02-27 10:15:46.5750||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop ExpirationManager:ee38d600 has started in 15.4379 ms |url: |action: 
2023-02-27 10:15:46.5750||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:229eef4a has started in 19.16 ms |url: |action: 
2023-02-27 10:15:46.5750||INFO|Hangfire.Server.ServerWatchdog|2 servers were removed due to timeout |url: |action: 
2023-02-27 10:15:46.6067||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:f14dbc45 has started in 40.6009 ms |url: |action: 
2023-02-27 10:15:46.5894||DEBUG|Hangfire.PostgreSql.ExpirationManager|Removing outdated records from table 'counter'... |url: |action: 
2023-02-27 10:15:46.5894||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:1ffa1844 has started in 23.8273 ms |url: |action: 
2023-02-27 10:15:46.5894||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:21c6b701 has started in 36.4117 ms |url: |action: 
2023-02-27 10:15:46.6223||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:b0e8fe8d has started in 56.7413 ms |url: |action: 
2023-02-27 10:15:46.6739||INFO|Hangfire.PostgreSql.ExpirationManager|Removed 870 outdated record(s) from 'counter' table. |url: |action: 
2023-02-27 10:15:46.6848||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:6fddf79b has started in 119.2526 ms |url: |action: 
2023-02-27 10:15:46.7139||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:98d9aae3 has started in 148.2314 ms |url: |action: 
2023-02-27 10:15:46.7239||TRACE|Hangfire.Server.ServerJobCancellationWatcher|No newly aborted jobs found. |url: |action: 
2023-02-27 10:15:46.7345||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:a27865fe has started in 168.9095 ms |url: |action: 
2023-02-27 10:15:46.7475||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:28a4420a has started in 181.8704 ms |url: |action: 
2023-02-27 10:15:46.7475||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:057d35b0 has started in 188.0268 ms |url: |action: 
2023-02-27 10:15:46.7722||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:f1ee24c5 has started in 206.6146 ms |url: |action: 
2023-02-27 10:15:46.8401||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:4248b2b6 has started in 274.4459 ms |url: |action: 
2023-02-27 10:15:47.0396||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:6b4ca39e has started in 474.0116 ms |url: |action: 
2023-02-27 10:15:47.0842||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:a83baebf has started in 518.5819 ms |url: |action: 
2023-02-27 10:15:47.1159||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:dfe999a0 has started in 542.8895 ms |url: |action: 
2023-02-27 10:15:47.1540||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:1bfb8acc has started in 588.4253 ms |url: |action: 
2023-02-27 10:15:47.1540||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:7b031e7f has started in 598.6288 ms |url: |action: 
2023-02-27 10:15:47.1765||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:e081e5ce has started in 610.909 ms |url: |action: 
2023-02-27 10:15:47.1765||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:0f5e251a has started in 616.0514 ms |url: |action: 
2023-02-27 10:15:47.1911||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop Worker:93612525 has started in 625.4849 ms |url: |action: 
2023-02-27 10:15:47.1999||INFO|Hangfire.Server.BackgroundServerProcess|Server desktop-8nqps5h:13172:1c6129ec all the dispatchers started |url: |action: 
2023-02-27 10:15:47.1999||DEBUG|Hangfire.Processing.BackgroundExecution|Execution loop DelayedJobScheduler:bed760cf has started in 18.4437 ms |url: |action: 
